sentence,label
لطفاً یک دکتر مرد برای درمان گوارش در همدان یا شیراز معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
کسی یک دکتر زن برای آسم در بوشهر می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
دنبال یک دکتر خانم متخصص اعصاب در مشهد هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
یک دکتر مرد خوب برای گوارش در تهران سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
بهترین دکتر برای دیابت در بوشهر کیه ؟,"O,O,O,O,O,B-cit,O,O"
به نظر شما دکتر زن برای چشم در کرج بهتر است یا رشت ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
به نظر شما دکتر خانم برای سرطان در قم بهتر است یا اصفهان ؟,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O,B-cit,O"
کسی متخصص گوارش در بوشهر رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
بهترین دکتر برای دیابت در اصفهان کیه ؟,"O,O,O,O,O,B-cit,O,O"
لطفاً یک متخصص گوش و حلق و بینی معرفی کنید .,"O,O,O,O,O,O,O,O,O,O,O"
کسی یک دکتر مرد برای اعصاب در یزد می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک دکتر مرد خوب برای ارتوپد در کرج یا همدان سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
لطفاً یک دکتر مرد برای درمان روانپزشکی در شیراز یا کرمانشاه معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
لطفاً یک دکتر خانم برای درمان زنان در شیراز معرفی کنید .,"O,O,O,B-gen,O,O,B-gen,O,B-cit,O,O,O"
به یک دکتر خوب برای اعصاب نیاز دارم .,"O,O,O,O,O,O,O,O,O"
کسی می تونه یک دکتر خانم برای روماتیسم در شیراز معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک دکتر مرد خوب برای سرطان در اراک یا مشهد سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
من به یک دکتر برای درمان مشکلات قلبی نیاز دارم .,"O,O,O,O,O,O,O,O,O,O,O"
کسی می تونه یک دکتر زن برای کودکان در مشهد معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به یک دکتر خوب برای دیابت نیاز دارم .,"O,O,O,O,O,O,O,O,O"
من دنبال یک دکتر خانم برای سرطان در شیراز یا ساری می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
من دنبال یک دکتر مرد برای کودکان در ساری یا ارومیه می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
کسی یک دکتر زن برای گوارش در اراک یا قم می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
یک دکتر زن خوب برای گوارش در اصفهان سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
بهترین دکتر مرد برای مشکلات قلبی در قم یا تبریز کیه ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O"
بهترین دکتر خانم برای آسم در اراک یا یزد کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
کسی می تونه یک دکتر خانم برای افسردگی در اهواز معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به یک دکتر زن در همدان برای درمان ارتوپد نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
یک متخصص برای روانپزشکی در خرم آباد سراغ دارید ؟,"O,O,O,O,O,B-cit,I-cit,O,O,O"
کسی می تونه یک دکتر زن برای روانپزشکی در تهران معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک دکتر برای پوست در شیراز معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
کسی متخصص گوارش در کرمانشاه رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
یک دکتر زن خوب برای آسم در کرج سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر مرد برای چشم در اراک می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
لطفاً یک دکتر زن برای درمان سرطان در زنجان یا خرم آباد معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,I-cit,O,O,O"
لطفاً یک دکتر زن برای درمان روماتیسم در اردبیل یا یزد معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
یک متخصص برای کودکان در شیراز سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
بهترین دکتر مرد در همدان برای آسم چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
بهترین دکتر زن برای افسردگی در کرمانشاه یا قم کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
آیا دکتری خانم در سنندج برای پوست می شناسید ؟,"O,O,B-gen,O,B-cit,O,O,O,O,O"
کسی دکتری برای زنان در اهواز می شناسه ؟,"O,O,O,B-gen,O,B-cit,O,O,O"
یک دکتر زن خوب برای روانپزشکی در ساری سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
لطفاً یک دکتر مرد برای درمان چشم در رشت یا مشهد معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
آیا می توانید یک دکتر برای گوش و حلق و بینی معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
به یک دکتر خوب برای سرطان نیاز دارم .,"O,O,O,O,O,O,O,O,O"
من دنبال یک دکتر مرد برای زنان در خرم آباد می گردم .,"O,O,O,O,B-gen,O,B-gen,O,B-cit,I-cit,O,O,O"
من دنبال یک دکتر مرد برای سرطان در رشت یا اراک می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
کسی دکتری برای کودکان در خرم آباد می شناسه ؟,"O,O,O,O,O,B-cit,I-cit,O,O,O"
کسی یک دکتر خانم برای گوارش در تبریز می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,O,O"
کسی متخصص گوارش در مشهد رو می شناسه ؟,"O,O,O,O,B-cit,O,O,O,O"
کسی یک دکتر زن برای آسم در ارومیه یا همدان می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
یک دکتر برای افسردگی در همدان معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
کسی دکتری برای دیابت در کرج می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
دنبال یک دکتر زن متخصص زنان در زنجان هستم .,"O,O,O,B-gen,O,B-gen,O,B-cit,O,O"
کسی دکتری برای چشم در سنندج می شناسه ؟,"O,O,O,O,O,B-cit,O,O,O"
لطفاً یک دکتر خانم برای درمان افسردگی در اهواز یا اراک معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر زن در اردبیل برای چشم چه کسی است ?,"O,O,B-gen,O,B-cit,O,O,O,O,O,O"
کسی می تونه یک دکتر مرد برای دیابت در قم معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک متخصص برای پوست در رشت سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
یک دکتر برای سرطان در بوشهر معرفی می کنید ؟,"O,O,O,O,O,B-cit,O,O,O,O"
من دنبال یک دکتر زن برای گوش و حلق و بینی در اردبیل می گردم .,"O,O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,O,O"
به یک دکتر خانم در اصفهان برای درمان زنان نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,B-gen,O,O,O"
دنبال دکتر خوبی برای گوارش می گردم .,"O,O,O,O,O,O,O,O"
یک دکتر زن خوب برای گوارش در تبریز سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر زن برای پوست در کرمانشاه می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
کسی یک دکتر خانم برای چشم در تهران یا شیراز می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
به یک دکتر خوب برای اعصاب نیاز دارم .,"O,O,O,O,O,O,O,O,O"
یک متخصص برای زنان در کرج سراغ دارید ؟,"O,O,O,B-gen,O,B-cit,O,O,O"
یک دکتر خانم خوب برای روانپزشکی در بوشهر یا تهران سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
کسی یک دکتر خانم برای روماتیسم در اراک یا کرمانشاه می شناسه ؟,"O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
کسی می تونه یک دکتر خانم برای گوارش در شیراز معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
من دنبال یک دکتر خانم برای ارتوپد در کرج می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
بهترین دکتر برای آسم در یزد کیه ؟,"O,O,O,O,O,B-cit,O,O"
لطفاً یک دکتر خانم برای درمان اعصاب در یزد معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
به یک دکتر زن در اردبیل برای درمان دیابت نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
یک دکتر خانم خوب برای دیابت در اردبیل سراغ دارید ؟,"O,O,B-gen,O,O,O,O,B-cit,O,O,O"
کسی می تونه یک دکتر مرد برای آسم در اهواز معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
به یک دکتر خوب برای ارتوپد نیاز دارم .,"O,O,O,O,O,O,O,O,O"
لطفاً یک دکتر مرد برای درمان کودکان در اردبیل معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,O,O"
یک دکتر مرد خوب برای زنان در اهواز سراغ دارید ؟,"O,O,B-gen,O,O,B-gen,O,B-cit,O,O,O"
آیا می توانید یک دکتر برای آسم معرفی کنید ؟,"O,O,O,O,O,O,O,O,O,O"
یک متخصص برای چشم در کرج سراغ دارید ؟,"O,O,O,O,O,B-cit,O,O,O"
بهترین دکتر زن برای آسم در اردبیل کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
به یک دکتر خانم در خرم آباد برای درمان گوش و حلق و بینی نیاز دارم .,"O,O,O,B-gen,O,B-cit,I-cit,O,O,O,O,O,O,O,O,O,O"
کسی یک دکتر زن برای گوش و حلق و بینی در کرج می شناسه ؟,"O,O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,O,O"
بهترین دکتر خانم برای گوارش در کرج یا همدان کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
من دنبال یک دکتر مرد برای دیابت در مشهد یا همدان می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
به یک دکتر مرد در مشهد برای درمان گوش و حلق و بینی نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O,O,O,O,O"
به یک دکتر خانم در اردبیل برای درمان گوارش نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
بهترین دکتر زن برای زنان در تبریز کیه ؟,"O,O,B-gen,O,B-gen,O,B-cit,O,O"
لطفاً یک متخصص ارتوپد معرفی کنید .,"O,O,O,O,O,O,O"
بهترین دکتر خانم برای آسم در کرج یا اردبیل کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
به یک دکتر خانم در یزد برای درمان روماتیسم نیاز دارم .,"O,O,O,B-gen,O,B-cit,O,O,O,O,O,O"
من دنبال یک دکتر مرد برای سرطان در اهواز یا اردبیل می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
کسی می تونه یک دکتر خانم برای روانپزشکی در اصفهان معرفی کنه ؟,"O,O,O,O,O,B-gen,O,O,O,B-cit,O,O,O"
یک دکتر خانم خوب برای مشکلات قلبی در زنجان یا خرم آباد سراغ دارید ؟,"O,O,B-gen,O,O,O,O,O,B-cit,O,B-cit,I-cit,O,O,O"
لطفاً یک دکتر زن برای درمان روانپزشکی در زنجان یا بوشهر معرفی کنید .,"O,O,O,B-gen,O,O,O,O,B-cit,O,B-cit,O,O,O"
دنبال یک دکتر زن متخصص افسردگی در یزد هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
یک متخصص برای گوش و حلق و بینی در تهران سراغ دارید ؟,"O,O,O,O,O,O,O,O,O,B-cit,O,O,O"
بهترین دکتر خانم برای اعصاب در اراک یا تبریز کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O"
من دنبال یک دکتر مرد برای افسردگی در زنجان یا سنندج می گردم .,"O,O,O,O,B-gen,O,O,O,B-cit,O,B-cit,O,O,O"
بهترین دکتر زن برای گوش و حلق و بینی در اهواز یا سنندج کیه ؟,"O,O,B-gen,O,O,O,O,O,O,O,B-cit,O,B-cit,O,O"
دنبال یک دکتر خانم متخصص اعصاب در رشت هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
کسی دکتری برای گوش و حلق و بینی در اردبیل می شناسه ؟,"O,O,O,O,O,O,O,O,O,B-cit,O,O,O"
دنبال یک دکتر خانم متخصص ارتوپد در سنندج هستم .,"O,O,O,B-gen,O,O,O,B-cit,O,O"
بهترین دکتر مرد برای افسردگی در اردبیل کیه ؟,"O,O,B-gen,O,O,O,B-cit,O,O"
